Icon,Name,Package,Genre
https://play-lh.googleusercontent.com/RmKOdKf0NzKV2m6jW_wKaOByWBIv7syFxf4Me0UQEsbs63UH9em7pYwFfYEzbveCz-s=w240-h480,Google Support Services,"com.google.android.apps.helprtc","Tools"
https://play-lh.googleusercontent.com/RyoQTmHnxsxPYabsETmWVXHtLorVh_yOO48hsdv2VmI-Uki4qt5c5vV1cicJODV56A4=w240-h480,Google Cloud,"com.google.android.apps.cloudconsole","Tools"
https://play-lh.googleusercontent.com/RZ5luCUwc5QtJP9xDn-ZCwEutT160GVyoh5K1eu4YJ5fD7v4LP5ptVdgR9mz4Hnr7A=w240-h480,Google Go,"com.google.android.apps.searchlite","Tools"
https://play-lh.googleusercontent.com/S-wMzJLgCULrqVJPwIzO5QFNGL-2RUqg1d40mj4ObbioHqj3BruFZOWT_3DC6Bp65Q=w240-h480,Android System WebView Canary,"com.google.android.webview.canary","Tools"
https://play-lh.googleusercontent.com/S4wylkvt2jz16hnG9IG0pAZosbB82nWWy8P-rQkb54uH-SCVd5L2j7z7x1Vz5pZvIRc=w240-h480,YouTube Kids,"com.google.android.apps.youtube.kids","Entertainment"
https://play-lh.googleusercontent.com/SM1nwJaePNm9Q6vVgU0CvvmR1uozbZYU8ohKfBCIndZy0sSGtwmObhpBcUkTOqcyYg=w240-h480,YouTube Studio,"com.google.android.apps.youtube.creator","Video Players & Editors"
https://play-lh.googleusercontent.com/sMzCSERY-5_8VZ2z9v0kvzM3ZA21uRHMrVGSYMPP499ecagswyzFYUMbfU02wwDnL1k=w240-h480,Android System WebView,"com.google.android.webview","Tools"
https://play-lh.googleusercontent.com/sP0rG4gtfU7ZBORuW4Sejb3k9J8YlsJYDCmiAtNIGyC9LXsz9BijUdCq01VkEfFuTw=w240-h480,Jacquard™ by Google,"com.google.android.apps.jacquard","Communication"
https://play-lh.googleusercontent.com/szHQCpMAb0MikYIhvNG1MlruXFUggd6DJHXkMPG1H4lJPB7Lee_BkODfwxpQazxfO9mA=w240-h480,Google Play Games,"com.google.android.play.games","Entertainment"
https://play-lh.googleusercontent.com/t-juVwXA8lDAk8uQ2L6d6K83jpgQoqmK1icB_l9yvhIAQ2QT_1XbRwg5IpY08906qEw=w240-h480,Google Drive,"com.google.android.apps.docs","Productivity"
https://play-lh.googleusercontent.com/TBVqYK-yC0Voog9fegaEUkoKEULi0c9fUjSI6VIIb2OVPyvMR9paFcPqMAHOuSWumWMu=w240-h480,Personal Safety,"com.google.android.apps.safetyhub","Tools"
https://play-lh.googleusercontent.com/UcM7d0MiWFxyZmTpluyrw7otkwV5aJ6Q_EYh2Ftl3EMYz64-JS3n0oNkZPsJYIzX7tw=w240-h480,Google Admin,"com.google.android.apps.enterprise.cpanel","Productivity"
https://play-lh.googleusercontent.com/UEhZQtc_3LCwkKIayRjHG63EfC9bsXvJjuWiFMvVRAe_tHyk0pW4ZmCBJQCENxmYlYk=w240-h480,Google Camera,"com.google.android.GoogleCamera","Photography"
https://play-lh.googleusercontent.com/ueI8EVWy8As6GEwg4KG9m2q_NtCTMZMCpsTXktthX0j3sSMVTMbUFqKg3QGON2V_pR4=w240-h480,Google TV,"com.google.android.videos","Video Players & Editors"
https://play-lh.googleusercontent.com/ugEBVDcghA1x9fVldH8oz3aEQnMLki0pEc5xfpaZTi9SQGEbQqM-Cbzb60MU4fLM9bIv=w240-h480,Google Play Services for AR,"com.google.ar.core","Tools"
https://play-lh.googleusercontent.com/vCFjyJz8fmJTR0wCJik4p2ZwM-UUkdXmBQadKDxQQWcLWNn6zHjTXUknm9HahBVBq_AJ=w240-h480,Socratic by Google,"com.google.socratic","Education"
https://play-lh.googleusercontent.com/Vppndu6o98gxM-GI4NFKC6jR19S05tNoII3ViUoAtiB9nmItG7hcVUtLPm0249GsCef7=w240-h480,Google Automotive Keyboard,"com.google.android.apps.automotive.inputmethod","Productivity"
