Icon,Name,Package,Genre
https://play-lh.googleusercontent.com/vr1isZKzTtlok9P81H6cR98iqpPhkuQHJp19Z5kPej3QlhNTnLohXpqcgMqrQpyegA=w240-h480,Google Home,"com.google.android.apps.chromecast.app","Lifestyle"
https://play-lh.googleusercontent.com/w0s3au7cWptVf648ChCUP7sW6uzdwGFTSTenE178Tz87K_w1P1sFwI6h1CLZUlC2Ug=w240-h480,Google Classroom,"com.google.android.apps.classroom","Education"
https://play-lh.googleusercontent.com/Wf3UJfOhpLqzm73SkK-ficqnqEUx1LmNSfQQDOa3ESNaEtRKX4FWLhtALoRn6ulU_K0=w240-h480,YouTube VR,"com.google.android.apps.youtube.vr","Entertainment"
https://play-lh.googleusercontent.com/Wfema8oYmG88_YZrNYbPEvNT3kwcHNOjmV2WEtqQCZog3ONPKxpHP2LHBViRvpSc6gAO=w240-h480,Google Pixel Watch Faces,"com.google.android.wearable.watchface.rwf","Tools"
https://play-lh.googleusercontent.com/WmoV-m8b6x16sDRfzebu5b2vstcyBHRrpzCj6ODoh6hGuMa9Gg39EvnOk7z3qMa0_WM=w240-h480,Wear OS by Google Smartwatch,"com.google.android.wearable.app","Communication"
https://play-lh.googleusercontent.com/X64En0aW6jkvDnd5kr16u-YuUsoJ1W2cBzJab3CQ5lObLeQ3T61DpB7AwIoZ7uqgCn4=w240-h480,Gboard - the Google Keyboard,"com.google.android.inputmethod.latin","Tools"
https://play-lh.googleusercontent.com/xBFTJQCPqUh0i97AwiPo-tPBndyn9GWwAqeoxPgKEPLdFcCaRsqcBpr6SC4uYgJ6Ew=w240-h480,Android Accessibility Suite,"com.google.android.marvin.talkback",""
https://play-lh.googleusercontent.com/XmiAY8lW8WYSutAr6OsIMeHmXQ2NNyYWEAwycPhCM62qKm8wjQnzloxyaiICsqdEc8Bl=w240-h480,Currents,"com.google.android.apps.plus","Social"
https://play-lh.googleusercontent.com/xPDUEN1qZAW3w-G4c-8cQ3EctBMHfx4ec2pC4j5vVUaxwvYGP5DAIU20sSinzKmHW9iq=w240-h480,Voice Access,"com.google.android.apps.accessibility.voiceaccess","Tools"
https://play-lh.googleusercontent.com/XZB1L7nFZVsMyBGbV1qmf139ijkQLdeyQH-Bh5P9D2mU3vY2oEfoP2mwz0hItjxyxZo=w240-h480,Chrome Beta,"com.chrome.beta","Productivity"
https://play-lh.googleusercontent.com/yArQ1Rwc1gcRibO2ahajebs2VTIQ9AmdWZMHMjArnSZYSCd9RwHkuGWDDUK3OvGzmQ=w240-h480,TV Setup,"com.google.android.tungsten.setupwraith","Tools"
https://play-lh.googleusercontent.com/yeB9XKBeHfHChSDwjsFztdBYY-jcdgUpVQwtahFE6AeoKhKHowZMm9wJ4-W8VvML2w=w240-h480,Google Opinion Rewards,"com.google.android.apps.paidtasks","Tools"
https://play-lh.googleusercontent.com/yK-SsIOXq8RnwDC18ZZMsBNK3LMi4_3Ztj4_9UMR-LaE-_jOfhtS0KGLM491ZKF_kk8=w240-h480,Google AIY Projects,"com.google.android.apps.aiy","Education"
https://play-lh.googleusercontent.com/yv2FTUK7eKV9ZEvdIiMjmruq42wu2cgCgkygTeqkZGn_Y50MEaqlTx3tlYmTvVuo9mY=w240-h480,Android Device Policy,"com.google.android.apps.work.clouddpc","Tools"
https://play-lh.googleusercontent.com/zEW0inXIuBfVKxobAsTTIZugcGL_vnrW9C9fNQtuaoJZb_hD9EbL2cQJ5Rk4dv1c-vyh=w240-h480,Android Auto Receiver,"com.google.android.embedded.projection","Auto & Vehicles"
https://play-lh.googleusercontent.com/zgIgoUjQeJgf9gMaPauMAHSZK1Ru84PD9uEDAdR8mGDmt7peM8NYHq-APU5KquEOnbI=w240-h480,Chrome Dev,"com.chrome.dev","Communication"
https://play-lh.googleusercontent.com/ZhtjS9VDhz8PMNAOQ-Y51qriphkZQc6LmZo2g3G6i5mdFBC1_lfqvOAHVIDd6nmcyF4=w240-h480,Google Pixel Watch,"com.google.android.apps.wear.companion","Communication"
https://play-lh.googleusercontent.com/ZrNeuKthBirZN7rrXPN1JmUbaG8ICy3kZSHt-WgSnREsJzo2txzCzjIoChlevMIQEA=w240-h480,Google Translate,"com.google.android.apps.translate","Tools"
https://play-lh.googleusercontent.com/ZyWNGIfzUyoajtFcD7NhMksHEZh37f-MkHVGr5Yfefa-IX7yj9SMfI82Z7a2wpdKCA=w240-h480,Google Photos,"com.google.android.apps.photos","Photography"
